business_id,length(text)
4_WpQ7w8yxSiT6GWMuS-9g,110
axX1hO_lEn9C-na3mMN4Aw,362
tIBNatp7EWKDaqLokN8xmQ,1846
z8fuQ6XYwfptZy-Tm1l9aQ,209
WR8vZXj-uPZqG5KeSlZ_fQ,101
JKsYM4eFoRtftDHbEf2j9g,259
-63pZrN9eEFoi-avMMx6Ug,640
l4qomOr-2ZDOjWXSZXpzZg,165
iHepzMP8-9_AXPS-u7tolg,112
kRWmJMC06q2J4avAUzxLag,147
6zincCvQTb9BsuK-GHZ4cw,678
CpfTrHU_IV_pWiufQAj3vQ,136
Xs2iTWxbczvfEapAFH3cyw,417
v7MM9ut931b_0ZO9D0YUHg,188
rL0fZmu1BXynhFXqkQH84g,626
_cOC9u26PMfSDlNLWpIGTQ,407
FamLURgBX-ICQBC3VzrFBg,95
5TY6bUT3bbl9aHItiIXXqw,337
0XoTT540HMB_5q4Exj8yGA,268
Er5XAY2UFGGqBHdqpeCFkA,1817
DBGf3gaJ30ObzQ5fo1SSLg,1793
_n3w5BK4-k7iXCWifCjUZg,1169
VqT-IURXmVS_fVRLTKxTFQ,501
dcEuh9FtfI9cDneBV3iWLg,339
j7zJxmr8BfYJhC3KW9BshA,1087
iBPyahdJRP5y0t25fF2W9w,273
qKn9nynsVYIST8rf6tEFRQ,729
Ycn-l-X6joxbVQzgxjXpRQ,565
CUUcLheYIxjO643azprFxA,1044
vezSmTPXG1Tz6DPckHtsCw,1374
r1e5Ot6_jGFyV2N_dn8JDQ,1508
Wc7Hld-DTJbss8CndeIylw,341
B7lWxgPmJPJJ7Mz2OL6aAg,1334
H85um1dDQHAeUJ6AqYIqww,1463
ENzLJkb8eXP8fGBzG5aGXg,236
xHrEJdxNjZnFYcZv_zC5QQ,188
EGGdngbmVn-MA7i-6qrprw,1074
ywkw13rZ9xIv1s3CibF-uQ,224
OWaa5zRoKoPj0uEH2nkwKQ,884
iX2c4IzH_L5F6FM5GD3SUQ,85
DZfFFSVFVJVxs3vfFVVf0w,171
gOpOoZgrF2shRLCBBzO3Mw,336
eNsM5ezjhPQWI6XlUGrUhw,1327
Ax0kP-g5AMTZQlm3BH0H_Q,914
7pgmsGEqV7yawGM4b4fRrw,203
xu3JbicQsPv1lay0cT6tRw,808
HhVmDybpU7L50Kb5A0jXTg,432
XJN3OhXLBDa8zAqdi21FFQ,883
amNromvj2O7OAYYrlDEUcQ,1131
f0C5dFyX8JeksKfhhDI13Q,431
s6L6SdVYhPcOQEDmNIg1-g,511
MOsFhDVav42shCq9-rgejw,961
Lyzr1uckXL0U-iBoMc0yfg,770
hcBPTka0KJy-AIui5zIN0Q,323
vw81ARj4ihGzcmanHw6dUg,231
7B-suS0RHxqxZBBfVfiPLA,2032
weWbz-uCwB9_tHMrSGZAZQ,150
xImiQIhC2ZBDEy7LhpQ4nQ,199
CNLiKD4dXz3AZk3KKQ65Ng,1397
seYvTmOZGJ2IAMdfQa8pkg,232
IWKtGvVg4hqc9rWHjW8KoA,183
XqRY9T8s0JhdehfSmXhCxw,411
3r_y_cjRlobJNApmXDJoRg,397
sOPkibnB3Ai6a2NV9zajvQ,290
bW2fO_wsWSvjxuo5-XZnLQ,528
pApj2g2hbXEJfp0-Ib6oVw,455
KskYqH1Bi7Z_61pH6Om8pg,147
YXvXE2p6xeg6a11SMIjQ3w,104
uP3H5bcsiTXM0k0xQhRndg,155
6tSvz_21BMo3a4GaItwa0g,798
RMaYNE9rH6A8eXUyxTqrSA,479
dyQzw3VJxdMJ0YhHu09b4A,950
w_m3RrZurdtkNV7ZgFKk7A,290
eRlyQbR4Wn7F6JH5dVs4Qg,595
odgBCq_0wCL1FDKKnyKOFw,245
5TXQxcwEfqzBDbMq2zmBPQ,2450
1SqLPgnZEVeVYDM-AuoFhg,889
xzFquhVppgWt9yfCzU5f2w,940
GGn0vKXmoALUAmazyfsEjw,752
YQFcxE9UXrKc-QuTUu7twQ,554
esz0JJh3_5kkeIiunOlN0w,1963
ugLQ5AP7pSrCb0uMhS-UXg,446
zcnlfG8PoOe1w5jEp7Y6ww,545
OzUlkI3NZtXpsuZtJ9Zmbw,329
OyGwvqB3iVPX5CavwuC4tA,2749
G4X5w5vRQNEFUmrJo6JakA,642
VYPi0xi0k8llY3D9tcNzDw,1139
dYBYbXIyi2l8b9AEJphaog,469
RQu_Bv7EFf5NKMnh_3E7Ag,265
vCcnawY4Q41A1rlnxKBzkA,289
Iv7Coo5vENQ2OmZwzDoCLg,103
BLIJ-p5wYuAhw6Pp6mh6mw,948
PC_bg7yJTuRQbR5K8W5S5Q,280
7coCBjZNMJ48BD2taPKgHQ,199
TfabYPasZ1oOMN6JLa-yvw,784
4U0Qfbqi8OtsMyujuSIRLQ,993
VGMSXomG3dibOS7xjplX5A,1624
Blfn30Y8tvYq903oLiIf3g,234
Ug3Vx26eIrgUS5FJIPj-ng,159
4v5ZLpmNn13Mze1w_XfWHw,992
AE80fzfVnsyeHiiVhwSGMw,374
zGGk1Urh7YxMtUry3z43Iw,131
QCUjHPu7OF_bqfjnehlQaQ,793
5Mzb6Z0lsDt4xjKXxfrKIg,828
8CiXTES9q3VEp4tCrs2qtA,270
sc9GaupuocNSScOm0J88aA,343
1LmXr5tZ5AJWamwurwJh2w,132
QiLZgmBTAGSUUgPV2CBdNw,564
W3okXUwaGiJXUBwtoEQfMA,250
s4VnmKVefLl_2X0epsWa7g,541
BxKe9Xt_fN6qBzrTofHuEQ,1462
TnNbQml38Y44OyUw2WMPLQ,172
a19a59qthJCAGBVGozRvmw,382
xG3IeKHuUgEnWTTPIVoYuQ,397
jwH2bAFYAEQw2TqACedRFQ,305
Y6V_7jDLjWKmcu6ncd6tHg,485
dyq9my28t5NW8N-6s8OgfA,867
8yfNxQH1MOaPorSR_Lmj9g,147
_FKn9oxlNDBl-lswKZt1Gw,335
7gTsWzLnmEQBesGRtI9yew,327
nTYSlKiqgYE-fbmfINZQew,732
kbNXYS9HljjLf-X8WaaCCg,131
eAc9Vd6loOgRQolMXQt6FA,2597
bunwY9WfYsi7lweOXR02mw,121
ZUyWD8Rs_JY_yzw-t6VTBg,751
Ktia9NJfvxVxTLVcEnw9zQ,183
MPGrHMnDFzXCr-EtNSDh2g,1922
cCM2b60BomgMixIJVpXaLg,267
4p20MVzGXNrma7W_bt0Njw,149
0YG_kM5caZhtwd6nbnei6A,314
I6QrXNBINXKNKJpaQupIPQ,756
2pOE6yvSNjJ7RNV5in_nLg,102
0zeQRzpO06evIZfcR_aZ5w,4952
7SJoMX5ti-VoEsEW6mJLRA,244
Jw3iaQalS9-1aeXkKh_plA,307
7QlInB8xw9rLL85yFRq9gg,896
j5nPiTwWEFr-VsePew7Sjg,1691
dPGs5b0N9MarZjVgQVelGQ,475
vs99Jj_kVyuRtDl7rxXH2Q,984
U-zsJM-VN89i3PbaIbKmJw,707
jD7tkMdKp5lwGSuHSChx_w,149
a7xCeK3wGSb67WViFulgYg,269
uAyXrnFaXw2FBiYnmncDuw,765
rPk01P-gHFZnBtRyfc7Wrg,235
LNGBEEelQx4zbfWnlc66cw,227
Rg43a31sV7gNLZMjy-ZdCg,106
tlR7L2Xa9gQ59P-PXFbrbA,2356
OoYwJANV9zD-_OA4Atu-gg,1088
-MKWJZnMjSit406AUKf7Pg,1373
kYvZZ_aKaKLQKeyms74T2Q,1168
HFDZeMrm13xX5yJvpaRaIQ,384
9SU7ZZhaFUJJ6m2k5HKHeg,4688
9sS0LaJVnv_HR_klZq4Dlg,817
-4B9nqmqqWUxzbQarf40uQ,453
uRLjJ_HlvsAKPV6Glrzejw,127
hAApwo0DNl0TiHX9J-u-eQ,124
uPiqZmFASsX2vaLth0yEkA,1015
qJLMG55i5yVOIBgktZK5uA,990
Hk1Q874UqawFXq0XzIIBYg,925
jMpewaaXFr3VeadFBplF0w,844
IWKtGvVg4hqc9rWHjW8KoA,223
U2xCmkTZSIqSLU-UA3L_sg,912
p0mrAI9F5obInFizyfc_0A,822
iIwKW2cBAxjElE8eUzjwqA,165
T8cSTiHWCB4pZBN0na0giw,3258
jVY6onuh6v7PAjVeclGOWQ,1036
OCczQajULtTxnOrQAe1x0g,550
NvKNe9DnQavC9GstglcBJQ,389
X3x8UjWT6W4wQpqRFXxg7A,527
2GmGT-7QjowR1ihup3FbVA,443
X_XFv1Ct6cznxQy9u8Yzxw,202
btA8NopfIYf7MAJ-KwhI3A,467
829Kv1uZJj5q8sr2G0mnvA,253
gZBhQmqZy9aIq3HID8Vjkw,941
AV6weBrZFFBfRGCbcRGO4g,367
U3dfIC7Zj8umDs__dDJl2Q,660
kRgAf6j2y1eR0wOFdzFAuw,336
MKYcOZSpMwJK7uwacK13EA,1389
KvijMDHodfhUrJ29w43l_Q,384
jaJnPIX9VxsFyfV5zQwk0g,180
0TUspVqx5rZTkpmo2bQqLA,336
D8a2usm9b-j89W9IrJ_Evw,146
Ed5feP-TztmLtc4pRKDvNA,457
WNxu0al67_LcbkFUEHBMYg,759
OIL90Y4d7Zvko3YwyQUmYw,1312
269jIQkeE98UJQUeCgQNuQ,265
W7UxnVfXdUFm5OlJz0KBhw,619
WOz66UuVsfc2K9GxzfDnGg,190
Acj-1cdbSm7vif-W_K5EUw,549
41qxBQnPkMZ2ODeACQ1BBg,870
zB4TOI3Ci9BOidw55TREbA,222
5eK_pgro9_LxPYDoRVJnEA,1786
1kyKAAmZ2Y16UgOPHAQFxQ,408
AtD6B83S4Mbmq0t7iDnUVA,722
-HlfeTND7PATNVduJ_35lA,359
mnn--vaYHtNyBNYFYBFIog,2142
KqrP9N6hswG5CSFk76G6lw,413
qze2r_DmAdagxDvvgQl7nw,92
ASdpD0gdrOZ7dPh2RS-fJg,132
87j14nON0RPB9DSkcWsF7g,160
q3dJQtwZQrrurNT-1bNKgQ,2239
euksvHm653hJMJBqzcvMzQ,723
j_aPSU74xzffmw0lcrY8kQ,457
N93EYZy9R0sdlEvubu94ig,779
WUq8HJHIZU4uteB154XN7w,1301
aO1gAp41n8w8zpxTiHdLNA,1107
Nv8p5Hpf3dfAPx14yoRaBA,278
NSPHs-s1LayiXvHz6pUNfQ,453
EZ4TljJvGenxrkM4JsqtZg,1024
XdVZQzLPHV9Zd2I8lWNf8g,960
9IpKGHaPy3hhXo9g5Bt7lg,273
N93EYZy9R0sdlEvubu94ig,611
gpwq15g8M3xMSpy2RL2HRg,350
gM-apI-d8wPMotyWHYo-YQ,104
jS3U9iEGnJY7j5oT9iDN7A,642
6KtYYZ4ARIVa2Zj2tOcp9g,235
-yzGbkzQRdUN6EnGOY09CA,296
Lsy_RA1xk9qHFLzLNWKBww,321
6knQD4JoDj7ngemMmPozlQ,458
A_mXYtarKK_N2XbyU52k_A,945
qXk2CS1-6jKTKpMUIgN9kQ,310
LEYZb8jiD36RQTElxy0YrQ,172
kne4oWWLq0FFHLA-gWuqoQ,93
VzSUgIOcyO7JmTwYDnyivQ,104
w-As0KSwy8pqMClOea-NLQ,416
dA_Xl2A45YVc9nnYLK0oqA,222
db04aHdl79B5OUo_tknYZw,250
fE0b1It8RCQ_c-w9oaKqnw,1715
Z1YaY_qnupcsiGMGyh1zOA,247
H-B_JoResY4PyXND1_DQfg,201
Bqz24USKl4Rpb2nfGKo1XA,324
wAg6WNDwPYr0XM5hiq1XLw,1044
RS9-ntmOcbMMUxFfhboaww,445
fQwB9Z98YEhkJit7c3z51A,92
Xspg78dOvuedvuPEUwZBjw,903
9666LeMEY-xrjlwr4Lx8cA,712
4_EgrMY-EI-i-xyWixI2qg,70
UABnnTaeWf60ppBEnP8Lmw,195
QXV3L_QFGj8r6nWX2kS2hA,1224
mc7LDt62GPPzk4kg6qAtvQ,985
aqCOsEhjCHVqaFPRt8MCRg,497
x5G0GUkGnlWtM49Qe4nHog,119
8B7A5KqrrbxOlCX66hqfOg,272
uuGL8diLlHfeUeFuod3F-w,1191
K2_zfa7cKbg5klHJYqoWnw,62
YhCAJ8acd1X7GkCHPhD8Xw,1015
vYbpodi9utup_njMK5PAfw,155
K1qs4e30yoln6scnm-tmyg,354
nlxHRv1zXGT0c0K51q3jDg,2094
S2tt5zkDvfiMob7lSj9KUQ,979
BxmZYge-BIyM9RuFQlU0Lg,686
b-RSw4G3HJvGfwvRLzuLPw,235
YIl7bWVL6yHYy4GuDSkyTQ,190
sKy8HkP6X-8dCKq_SzeIpw,127
EulFlbKaXT_DXG_xL6-mQQ,182
u3nwislXMKKwkpHAXAArbQ,220
uW6UHfONAmm8QttPkbMewQ,516
F5hWxFlXpidnq7_7DMU54g,606
01cteR3ZkIOWStcCGDtRRA,539
4PqqRa7o_eNydKdGWYdIog,228
yhovpO3qCb4QaKT7Xm_rqw,235
RwMLuOkImBIqqYj4SSKSPg,1162
VhsqxWTbyUZOB17TT8zqvA,244
7Gkd18xKnIA324Fp7JHRRQ,926
FIsbYJnsdrh2jMWhvtNd2A,142
yqYtY3-Po4OVPafA9Z-Xyw,120
6hw5xnu6X1goLMLflgOKkA,1185
W1hXfgnugKfVV1wDhko5lw,167
H9a6IRS0edhW343Y2kXSSA,883
C7sN-Emeq3GAVQrpErHQLw,296
piJeE_GQxpYE3hvqW__jvA,298
lUG4i-s3zNFY1f6bEnTfqg,634
Q0fcX_1wvdmffqEPa246rg,492
1EVl2yqsLptjj9BOgg_1Ow,179
emMNb3q6cbEDZyc_JAgoww,1561
KZjBfqLRWwAXZc_-8moEvA,415
W-qyEvDwDAxeMs_MIwPptA,301
E7wlbsQgh4S38ESTSdMe-Q,433
0NmTwqYEQiKErDv4a55obg,1267
p_lVdR_oxgKbL3bvH570cg,272
eoHdUeQDNgQ6WYEnP2aiRw,545
chU-VggYf4LpWqEMdbgisQ,259
f30-DOoIxvoV9btiDvKMTw,451
RJNAeNA-209sctUO0dmwuA,220
8EDFBu7VHs5w8k1VyhfQuA,476
lTixk1IT-D4hoMZ6LgoyHQ,648
C5zbTePc_ulrFfCzWGEoIQ,351
bqHzD6p_VL7j85dwGIRmzA,662
KYPgJdH0KwBIxCcoz_K08Q,785
xtYiHTmunjfCN2sUaQxBjA,570
l_GV0hgEoTUf70uJVT0_hg,1161
uAyXrnFaXw2FBiYnmncDuw,117
A0X1baHPgw9IiBRivu0G9g,2030
Qy_tDaVTWlS14fEglzo1Tg,402
OkoDxxqOxDWfZZ_m-6VGjg,293
oNn16x2Ubv60RAibmJ2uSA,367
jxbEwtV8Et1lm8ubk4AGuw,168
C_W8EvA6Zg8NnuuhEW4cgQ,213
nu1GQ_Q43JqzrWMZE_dE1Q,784
QJatAcxYgK1Zp9BRZMAx7g,415
vySrT6X3LA9X3ZLmuOhH0Q,457
RZWx7pIsINH6nVqW7ys9cg,233
VG0nWxGsPixYLsyi49gyxQ,439
z0RcnOcev3kVMXmaXWZZ1g,269
W70JrBKLDFV86PpgFu5m8Q,443
24fW-8hK0hs5KvEYWwWNDw,563
U9FCFksABmJcS5Di22PspQ,185
D-RQsQjEVI_w-KC7iDJd5Q,982
_-vDX3omTBcx646X5TRpfQ,1022
D6xj8xnc-R7Y2y18isc0-A,403
C6cZf419zes2W1S7MfRV6A,238
GM5rSSrYzw8qpbWD-nM0lA,356
cCea-GiV5RPFCDAKy0D8tg,479
ajoqEHnCZTD8-8GqGLq9-Q,4949
bXoRrDhojAQ1B3nGNEs7wg,298
_5inlOVvlrCOKcI772RqJQ,922
vbWcfGJcs_Hq8bdJuBCTVw,482
JMiaNitMzMbJm6Kh0RbT5A,1535
hIRIT-8wEnaeO6BW_y-00Q,411
WdXGdEGuIKtC6XGRFcT2pA,770
vEoMx8AjjPyLH7giFLpMAw,221
e2ng0CQ69anIawqIKzhtlg,155
1iZJlc1b6FfRsWa3FHm4lw,615
x5iQFVJkFl7fSXC6uVjwPw,164
TQur3w5rlpsxRZxuomz-Xw,394
DVJkxZkLKS76Khb2y6XA6A,481
NbbO83a69vdXpACNw3jKCA,942
n_K2xa_nqzUqaUJa0S_5tQ,354
VTxn7lfdzY_wGoseRIcoWw,245
FGwclM_lg__75xDmXz65tg,311
xfWdUmrz2ha3rcigyITV0g,443
CTiWs36A_sX3eahdqrYxUQ,691
PNiH-BJRo2STl6bd5o_AvA,1232
FFR5WszgyL7g3XHB1mBZsA,332
yuEZW7YLUvV9q-gChdVZCQ,294
ZlrHrg7jrbO6blqwfa0MkQ,1264
X_ISwduY4S0SujWZyH5t9w,1841
JrD90K-V1tfPWbWjPgSXmA,875
o0Y5O_D8RQCx0NEwqPjASQ,1605
vnvQ0lD9MDje2DFde9PKQA,866
EAwh1OmG6t6p3nRaZOW_AA,1527
7_ho4ZQ7BZBL27FYAWylqw,307
MCX_cBs_LUqzuUzd-hCHCA,911
RwMLuOkImBIqqYj4SSKSPg,104
ljLq8ZTLO52rzwsEeaWZKg,121
bp5ARRJu3_8CBsAS4tOWhA,678
S8J4LcwawSvOcYL9Vwy5Fw,735
brpJ1jYGH_Pgrx7dKIqesA,2110
a2qlFwIy9vUvfUb4EnQNmA,559
Ul4RrIN7cI-62NjMFyjStw,1441
01fuY2NNscttoTxOYbuZXw,745
5Go1tSAVqNOXgvMr_fz9Sw,2289
BTtw9tkW4fw41L4s_PasrA,150
V9klA6JGT6Fz2UpVP_7sBw,462
-8fOqUWFX_1qiKggIt5LnA,481
pZyysYRFHP0oCOf6e1bVuw,1329
57aBx6Mo_VRk_kMA8J5Efg,1184
4JFMf28hzf-Y0RNMg9KWJA,299
zDfjBLLkHImhpuR-V5Rj-w,443
ehCFJyvrw-1_UUwoVV4L8g,163
S5bNE4Pmin8OQUMOFod8bQ,163
2XviJH7LPHVPUdTd1VZCsg,301
HvVV1N9RyxsJhayQeDuuTA,404
2skQeu3C36VCiB653MIfrw,490
xkVMIk_Vqh17f48ZQ_6b0w,138
3LWsVfsSmb_Nzbi2YQ-NIA,195
PCUNUB2qvqLMiHST0K5hrA,423
d_L-rfS1vT3JMzgCUGtiow,178
wu8IX7ns43T_tAoW0noCtA,1339
Dxaz8OxaadecnWol18kAtw,135
TQxMhEar6--Wj4Du8nRQsw,619
cKgUCzMGuRgkbKXUsgeXUw,484
mnU3iGsL55MCWXiWV3AcAQ,214
i6sWTnntIFMrQ-ybnmsoOw,1148
iHr3m4M3nuDEkMP5_XcmEg,704
zZHKHyz079fgX3sMskDKSg,208
T_Vjy4_Z-F0mFQMLRHDTrQ,388
r4KXghbUeo7mugAzinG9bA,1920
y0x795PyDX8JL_oyIaTUiQ,363
pDcU-HEnNr631YpwxAqYsQ,607
d2ZQRjuizstCTnicysmpMQ,318
c9tLz-ZToNky6PZDp9xB4Q,613
6PwKC0dqP9uI85FEP86iPQ,279
0i9sw8P1gxKViAUyYCd6Ew,770
H7kB4p-1BsbvL522cqASOQ,1453
e9sB72njxz87r5TL6kG-Fw,3815
QgYgMaxMSRqWLk0A1DnQVA,534
0W4lkclzZThpx3V65bVgig,1319
HRyzcsHwCuwDKD6SNhc4Tw,748
iBCMaNm_hv9IlCDa7AWPig,379
1nPafOv-9u5IqK4myGkAig,1430
HQl28KMwrEKHqhFrrDqVNQ,833
bjSC_jbrypke0l-bXXBmwQ,3009
ZCsvwa_dsqNB8d8tYHPdjw,142
zdE82PiD6wquvjYLyhOJNA,190
hX3qKoTnpzxTGiPuO2YVTQ,241
E4JyAzB5_2quptwtemyhYA,1479
PJgNZN4UYLxP47cy_1c-DQ,160
7wHLFohwCw8l6WS-feLjeg,203
_5UX8NPAjECLrNP-aTayBw,801
b78V2YgEGGb4sp0wdbz57g,397
p9v9Sl2g_ibaajWvO0NjkQ,1511
2umY2rHabkAnsYNe6Rpj9w,305
zU9w_xRlQSRIYXxGo-HSOA,365
eoHdUeQDNgQ6WYEnP2aiRw,89
-YxR1MgbIe3k__YBdbLwXw,2109
2GryItAj3e0uOQ5m42-wDg,188
owt49CrXMxyLNB_K8OY4-Q,1188
lAXvPp580Puo-BPlbE_o1g,406
T7yKffTuhiIZclsgjfgowA,253
6Q7-wkCPc1KF75jZLOTcMw,1389
zM92rU5-uU8l9VrnOgHlsw,1304
GeXhu9pFWSmu4swj4l-LLg,411
gwYt_q3Ob7aQJIefIBsZiQ,171
nEQFnHydeX2A3bRRDAKqQg,219
S3-JpB5dBhMXmauMqeoN-g,375
HGvNE87fvK5PwKMZBDkTbA,615
nMUSAPBxlvR8PBPDEsV52g,541
YPjz8wGG1GhiWfI0sHgb9A,767
2tfMXjOotr1r168mVttUmQ,566
KqxJcRmPEdiUTXHwsZcOZw,1064
PERCOYjFcIkwTaqOWz9G6w,912
c1XRPrHsrBs7qP_A36ybzg,855
w-As0KSwy8pqMClOea-NLQ,584
YF4QJ_j-PM7cMZja6K1MwQ,1523
HI56ArpYEbhEUeRx9Curpw,119
MBsIf01fcA8Vy7vCMMKf2A,397
jBhOVAEdnzCJvgSnvA4UDw,738
1NZonnS3SpogXaZJigVgqA,294
CN5nuUQod0f8g3oh99qq0w,73
TMd34pqWXg89EYhHoElj8w,398
WLblFINiPI18_o1OdDsnVg,543
-b94nkPVLQw95zgtDhcpYA,298
2kWqGvYO1obP_bVLzOvhFw,306
kryqZa6XyEBkA3lt32k0Tw,494
yKFx0bW9_buGt9NASTpUaw,354
Eg_M8eeu9SDEdbP7iUmVbQ,1066
pomGBqfbxcqPv14c3XH-ZQ,196
0-yj2jtzLUHG2b7PpEHyog,238
R9gugNoKQGEgdjHZgL0Lvw,874
mXyLqsbe7FT1X8ZFOP8WpQ,193
SdqbbG6kJNfxtOc9tz7rJw,118
kG0N5urz2lkPEBDPjqFR3w,80
DoVnKBivq0dPDY3ot3urFg,333
xd6inuonxAy5MXocM3LLHQ,101
X-sqtBx78QDbX8kVbqF-dg,630
sImzZLPpBMqFq7AX4S-wvw,298
E74g5nmRJj9LQS1uyKmq8A,283
0w3BdEOxvwKTpypwbN5kiQ,955
UGyEr_PMA-v1cuim0gMPlQ,383
d2D09qs6bVs6Bjb9WnTIdA,849
5mLnpk7lJuZ8baMGZhwa5g,156
bjllusUsLq9zE4yZnLpOzg,365
HhMKPpnx9qPSHetM7NQG8g,1380
I4Nr-MVc26qWr08-S3Q1ow,183
zEFd_yIK2fXxH_ZA_W_8Hg,595
uAAWlLdsoUf872F1FKiX1A,573
z5J9U_HU4iVLwaCH6rdC2w,1158
fpADWrjAQwJJrBMBdBCvJg,1041
d03PHmSeI_92he6foMHQAg,403
4JNXUYY8wbaaDmk3BPzlWw,317
Jpyh7MfaNysY3geXjhzqJQ,1465
9U4Tqt5SkZKQ6eeH6IPSxQ,206
Z3owSx_4NJerX08DO5FOtA,215
EGGdngbmVn-MA7i-6qrprw,648
pta7v8TsIqfrRGxyjz4W_Q,127
LU53AhAlVgUiCsVfZy872w,201
2JUDgnmoLDxD97gqmand9Q,723
RtnTbhWYw4QjKhoTBV37OA,1207
5C58ejb2nmJojUFPlvJj2A,103
YDDWPuh3dgRF99TS_Yqv_A,605
W9P1lr_W0qWFpf0tLtheGg,649
L8QF9uWDBujU9rNOzdLfjg,764
z5V7wTtLB2QYCUWlB4rNLQ,767
rf9bz-K5iFTGFBLhJzW2zw,407
-BrMNg4MbpftOUTjOMVp9g,196
BKLWat64KRYzsT2DgY6Xxg,58
VrGI7_nRjXpn0415S3coGQ,140
PNTyiqS7R-0c1ofxOfDijQ,302
G-5kEa6E6PD5fkBRuA7k9Q,289
GHUHWAaVjKDn74r50EKKMA,346
XNp5OYhAqY9MBLFQBZaDIg,307
0AQnRQw34IQW9-1gJkYnMA,128
OVTZNSkSfbl3gVB9XQIJfw,663
Bqa0TLWAU5ALFrWnuT8E0w,242
kROYR_6mVfg9WgJ7z1HOSA,444
zsbsLCO-bw3gdNE9XNgBYw,183
HquzxaAEIBBV4-T4xFhJyw,185
knU0b5FaqtUSr1UrflaVbg,1164
i7TFQpKD-xBFkJTea9LASQ,179
-9dmhyBvepc08KPEHlEM0w,535
fp1AV66Uq9mo_9ZhZIIpcQ,2553
ZAu2dg-4mwCy20biGgmV1A,138
6pM2YxQH8dQYs07_CH3Z6g,277
J1RDyyPxhioqm8c_fi4P4Q,403
Nv8p5Hpf3dfAPx14yoRaBA,492
S3-Rk8G0yZu1ejSwG3wjmw,319
etylBefPKEMjm9nS9c1qiw,305
cCea-GiV5RPFCDAKy0D8tg,408
nxY5uxfS-R8xP4n_4kLpuQ,4070
b-kuEr62Nt3Lp9voswXSZw,180
OETh78qcgDltvHULowwhJg,427
qSVCYsz1sv1b3W4z4WDTsQ,607
k8BqCejnaMlw7aoVthvqyw,1021
7SJoMX5ti-VoEsEW6mJLRA,1925
liPSeXaAfv8jxRGJ717VmQ,831
fUoOvm7k_7k9c-IEyap9dA,367
HhAp8LWBNBsixtmmSTzX7w,632
rswuhMY5vCbvZvF2wBIhqg,467
rbH0HuTcBvZBbiAnqufRqQ,1095
CypO2wWoYxIyGuQ84F4e6Q,549
CZhc8YXdFLhAI4ViC2ERTg,702
y-mHecGBw8oFGKueVwTOJA,889
5Zc41a446gV3K_o7CDs69Q,914
_mUA8LjS5fQUk0oKT6u3NQ,1032
fqfDN4V8XAYnUtUIp0vRGw,181
KmeQRK-6Rs05S9mOu_vE-g,4896
3MutZJ4mfM3Ds450rbpMiw,95
eLFfWcdb7VkqNyTONksHiQ,347
gGS9Os0UBBO8BosD3VnwqQ,285
1WD2WT0klJT7t-zL5ZmfUw,1804
nUpz0YiBsOK7ff9k3vUJ3A,220
6NffysI3E7L4kr71dxInIg,1045
LLTRZoPdvjGgpVj76qVi1A,578
t9KauhVidmeKlJBjdsaY4g,95
qsJkjQoM3Hdg6Gtqp2S9_w,569
i1Xkm22_96GNVVOXSUoL0A,2996
wPU0o9H3DHw5aBGVTMRlnA,265
7aUnd76Myn3ocL425AWGeg,226
kRgAf6j2y1eR0wOFdzFAuw,107
AlGJCDUJ7EA797DsRCdeiQ,868
A-MAK-OgyhHyp9B4cvLSmw,442
XgsIf7s2zM-cC29WUD-NZQ,313
H13m2H3HlSsiId_UcJfmQw,1161
ZbQC5MCxZPg2HhrQ2VV4lw,813
5F69VFIk-l3THUZX1qeYSg,880
4pUsOe7T7FHFRPhKAa-M0Q,691
pBiWe0VJepntCZNVymeXIA,1181
t78vmza5fyuCuS--7I8Oug,191
-oSII3bw90cvyLmgsHgmpg,708
e41TP5cXZqSrz50xCBJqZw,2316
fCJrZIzz85_8Uhf072QVnA,1033
STr6DJYN0IcRQc7isiplBg,386
r_BrIgzYcwo1NAuG9dLbpg,379
yRgN2Mqx930v2vv6QtT7hg,194
zIzfqrajFw3CJ27nKVXn0Q,1723
oPkaBoX_0hVIBV_VXp7nlA,458
u6biYZCSOwyQ-WmXqQbbQA,292
2B46bRpDh49eDyjXGhL_ZQ,242
GSz_1XmiJjMroo0EocXXtw,624
g8OnV26ywJlZpezdBnOWUQ,652
SG03F7FoV5mt9cfBln4F4g,373
zhTvNaotBmlnJ4RIItSjaw,784
W607in_una2pkB3lsy6umw,209
Cni2l-VKG_pdospJ6xliXQ,1179
lqFz-jdtkYcIKskSyn-8dA,128
h3BoyKFgStjnBeKO-wLmIg,133
bipVXy6DVI0xJaXscBwdXQ,2103
tMdgY7Ou4k3bYZZulJCiuQ,294
2bTfMJCido0G8U0tk8hDkg,685
8HOZJRybEinI3krJK6NHbg,473
_6mvQX9x66oz046eS5ii8w,230
TA57efJ1C0acoCx5mtLnJg,389
52zKWMgc5daw1gMcmfiApw,436
7kXlvkT5b-bIFa2dIecabQ,232
B_WggEKFq-ZFNui8CHPYvA,229
qB5m-TgJx_zeWKLLxKRfUA,1559
odyYR1Bg2bqmp1kVlm8OYw,240
xinvYQjpFtFY_jTZPZ5uUw,291
zB-WblCy0Hl1ZcGajX_96A,440
9Bp257Zsf6rS67fZTmgpjA,228
Ri5_WQr4Hna0aTCAQonoBA,489
